PF08061	0005634 0003712 0016818 0003724
PF03859	0005634 0005516 0030528 0006355
PF10341	0032508 0042162 0007004 0000781 0005697
PF04941	0003677 0003899 0006351
PF03857	0030153 0015643
PF03854	0008270 0003723
PF03852	0004519 0006298
PF02768	0003677 0003887 0008408 0009360 0006260
PF03851	0004519 0009411 0006289
PF02767	0003677 0003887 0008408 0009360 0006260
PF03850	0006281 0000439 0016251 0006355
PF02765	0003677 0000723 0000784
PF01679	0016021
PF01678	0008837 0009089
PF02762	0005634 0007166 0004871
PF02761	0005634 0007166 0004871
PF01676	0003824 0046872
PF12513	0016817
PF00589	0003677 0015074 0006310
PF01673	0019031
PF09146	0019870 0044421
PF00588	0003723 0008173 0006396
PF00587	0005524 0006418 0004812 0005737 0006412 0000166
PF01671	0009606
PF00586	0003824
PF01670	0000272 0008810
PF00585	0009097 0004794
PF09142	0003723 0009451 0009982 0001522
PF00584	0006886 0006605 0016020
PF09141	0001726 0005925 0005200 0007016
PF08057	0046677
PF00583	0008080 0008152
PF04939	0005634 0042254
PF00582	0006950
PF11421	0006754 0005524 0016887 0006200 0000275
PF08054	0009098
PF00580	0003677 0005524 0006281 0004003
PF08053	0031556 0031554
PF08052	0019856
PF04934	0016455 0016592 0006357
PF08050	0046677
PF03849	0005634 0006281 0003702 0006355
PF04931	0003677 0003887 0006351
PF03847	0005669 0006352 0016986
PF03846	0051782 0009432 0009276
PF03845	0009847 0016021
PF03843	0019867
PF03840	0009306 0015450 0016021
PF01669	0019911
PF02753	0007047 0030288
PF01668	0003723 0006412
PF01667	0005622 0003735 0006412 0005840
PF02751	0003702 0005672 0006367
PF01665	0003723
PF09138	0005737 0034227
PF01664	0007155 0019058 0008037
PF12503	0016817 0008168
PF00579	0005524 0006418 0004812 0005737 0006412 0000166
PF01663	0003824
PF00578	0016491 0016209
PF00577	0006810 0005215 0016020
PF01660	0008174 0003723 0006396 0080009
PF00575	0003723
PF00574	0006508 0004252
PF08047	0000105
PF00573	0003735 0006412 0005840
PF08046	0009082
PF00572	0003735 0006412 0005840
PF11411	0003910
PF04928	0006351 0004652
PF00571	0005515
PF00570	0005622 0003676
PF08043	0003779 0030054 0030036
PF04926	0005634 0003723 0043631 0004652
PF08042	0018189
PF08041	0009512
PF08040	0003954 0005739
PF04923	0042246 0016021 0007155
PF03839	0015031 0016021 0008565
PF04922	0016021 0016758
PF03838	0006281 0005737 0006310
PF04921	0005634
PF03837	0006259 0003677
PF03836	0005622 0007264 0005099
PF03835	0005634 0006289 0003684
PF03834	0005634 0006281 0004519 0003684
PF03833	0003887
PF02749	0016763
PF03832	0006605 0007165
PF02747	0003677 0030337 0043626 0006275
PF03830	0005737 0008982 0009401
PF02745	0015948 0050524
PF02744	0008108 0006012
PF02743	0016020
PF02742	0003700 0005506 0006355
PF02741	0016740 0006730
PF02740	0016042 0008047 0007586 0005576
PF01655	0005622 0003735 0006412 0005840
PF09128	0005737 0005089
PF01654	0055114 0016020 0016491
PF09127	0008270 0019370 0008237
PF00569	0008270
PF01653	0003911
PF00568	0005515
PF01652	0006413 0003743 0003723 0005737
PF00566	0005622 0005097 0032313
PF01650	0006508 0004197
PF08039	0005739
PF00565	0003676 0016788
PF08038	0006886 0015450 0005741
PF00564	0005515
PF08037	0000772 0005576 0019953
PF08036	0050832 0005576
PF00562	0003677 0003899 0006351
PF00560	0005515
PF08032	0008168
PF08031	0050660 0055114 0016491
PF03829	0005737 0008982 0009401
PF04912	0005869 0007017
PF04911	0015078 0045263 0015986
PF03827	0016499 0016021 0007186
PF03826	0003677 0005634 0007275
PF03824	0016021 0046872 0055085 0030001
PF03823	0007217
PF02739	0003677 0008409
PF03822	0007165
PF02738	0055114 0016491
PF03821	0016021
PF02737	0016491 0006631
PF03820	0006812 0016020 0055085 0008324
PF02736	0003774 0005524 0016459
PF02735	0006303 0003677 0004003
PF02734	0006071 0004371
PF01649	0005622 0003723 0003735 0006412 0005840
PF02733	0006071 0004371
PF01648	0009059 0008897 0000287
PF02732	0006259 0003677 0004518
PF02731	0005681 0000398
PF02730	0051536 0016625
PF09119	0005615
PF01645	0006537 0015930
PF01644	0006031 0004100
PF09117	0006952 0045926
PF00559	0019058
PF01643	0006633 0016790
PF00558	0019076
PF01642	0008152 0031419 0016866
PF09115	0003677 0003887 0009360 0006260
PF00557	0009987
PF01641	0055114 0008113
PF00556	0016021 0045156 0019684 0030077
PF01640	0006508 0008234
PF08029	0003879 0005737 0000105 0000287
PF00554	0005634 0003700 0006355
PF09111	0003676 0005524 0006338 0005634 0016818
PF08027	0045735 0009405
PF00553	0005975 0004553 0030246
PF09110	0016585 0031491 0043044
PF08026	0042381 0005576
PF04909	0008152 0003824
PF00552	0003676 0008907
PF08025	0019836 0005576
PF00551	0009058 0016742
PF08024	0019836 0005576
PF00550	0048037
PF08023	0005576
PF04905	0016564 0005634 0045892
PF04904	0016564 0005634 0045892
PF04902	0016564 0005634 0045892
PF04901	0006886 0016021 0008277 0008565
PF03814	0005886 0006813 0008556
PF02729	0006520 0016743
PF03812	0016021 0015649 0046411 0008643
PF02728	0009308 0055114 0008131 0005507 0048038
PF03811	0006313
PF02727	0009308 0055114 0008131 0005507 0048038
PF03810	0006886 0008565
PF02724	0006270
PF02723	0016020
PF01637	0005524
PF01635	0019058
PF01634	0003879 0005737 0000105
PF09107	0005525 0003723 0003746 0005737 0001514
PF00549	0008152 0003824
PF01633	0016773
PF09106	0005525 0003723 0003746 0005737 0001514
PF00548	0006508 0004197
PF01632	0005622 0003735 0006412 0005840
PF00547	0016151 0006807 0009039
PF01630	0005975 0004415
PF09103	0000724
PF08019	0016021
PF00545	0004521 0003723
PF08018	0005576
PF00543	0006808 0030234
PF00542	0005622 0003735 0006412 0005840
PF08015	0016020 0000772
PF00541	0007155 0019058 0008037
PF00540	0005198
PF08013	0019402
PF03808	0009058
PF02719	0009058
PF03802	0051191
PF03800	0007067 0000775
PF02714	0016020
PF01628	0003677 0006355
PF01627	0000160 0004871
PF02710	0019064 0019031 0016788 0046789
PF01625	0019538 0055114 0016671
PF01624	0005524 0006298 0030983
PF00539	0042025 0003700 0006355
PF01623	0003676 0006355
PF00538	0003677 0005634 0000786 0006334
PF00537	0008200 0005576
PF01621	0016020 0007155
PF01620	0016068
PF00534	0009058
PF00533	0005622
PF00531	0005515 0007165
PF00530	0016020 0005044
PF08003	0016300 0002098
PF08001	0030176 0030683
PF02709	0005975 0016757
PF02706	0016020 0009103
PF02705	0015079 0071805 0016020
PF01619	0006537 0055114 0004657 0006562
PF02703	0006355
PF01618	0006810 0016020 0008565
PF02702	0000160 0016020 0004673 0000155
PF02701	0008270 0003677 0006355
PF02700	0016879
PF00529	0009306 0016020 0008565
PF01613	0042602 0010181
PF00528	0006810 0005215 0016020
PF01612	0006139 0005622 0003676 0008408
PF00527	0005622 0003677 0003700 0006355
PF01610	0003677 0004803 0006313
PF00525	0005212
PF00524	0016817
PF00523	0006948
PF00522	0042025 0019058
PF00521	0003677 0005524 0006265 0003918 0005694
PF00520	0005216 0006811 0016020 0055085
PF01609	0003677 0004803 0006313
PF01608	0003779
PF01607	0008061 0006030 0005576
PF00519	0003677 0005524 0006260 0004003
PF01603	0007165 0000159 0008601
PF00518	0042025 0003677
PF01602	0006886 0030117 0016192
PF00517	0019031 0005198
PF01601	0046813 0006944 0016021 0019031
PF00516	0019031
PF01600	0019064 0016020
PF00515	0005515
PF00514	0005515
PF00513	0005198 0019028
PF00512	0016020 0007165 0000155
PF00511	0042025 0003677 0003700 0006275 0006355
PF00510	0004129 0016020 0006123
PF00509	0019064 0019031 0046789
PF00508	0003677 0016032 0006275 0006355
PF00507	0055114 0008137
PF00506	0005198
PF00505	0003677
PF00503	0019001 0007186 0004871
PF00502	0015979 0030089
PF00501	0008152 0003824
PF00500	0005198 0019028
PF08696	0003677 0005524 0006260 0004003
PF08689	0016455 0016592 0006357
PF08687	0000902 0005737
PF08686	0008233
PF08685	0008270 0004222
PF09768	0004222
PF09764	0016811
PF08676	0005524 0006298
PF08675	0006402 0004535 0005634 0003723 0005737 0046872
PF08674	0004091 0016020
PF10954	0016021
PF08671	0006355 0005488
PF07580	0008270 0005618 0004222 0005576
PF06495	0005634 0046660 0006397
PF07578	0008915 0009245
PF07573	0008270 0016563 0003677 0005634 0042128
PF07571	0005634 0003702 0016986 0051090
PF06484	0016021 0007165
PF05399	0016021
PF06482	0031012 0005198 0007155
PF05398	0015979 0030494
PF06481	0022900 0055114 0016021 0008827
PF05397	0016455 0016592 0006357
PF06480	0008270 0005524 0016021 0004222
PF05396	0019069
PF05395	0004864 0007165
PF05394	0009405
PF05392	0004129 0005746
PF09748	0016455 0016592 0006357
PF05390	0042546 0005576
PF08658	0016817
PF07569	0005634 0030528 0006355
PF07565	0006820 0008509 0016021
PF06479	0016891 0006397
PF07562	0004930 0007186
PF06478	0005524 0003723 0003968 0006351
PF06472	0006810 0016020
PF05388	0004185 0005773
PF06471	0003968 0008168 0004197 0016896
PF06470	0051276 0005524 0005515 0005694
PF05384	0016301 0007165
PF05381	0016032 0003968
PF04295	0016836
PF09731	0031305
PF09730	0006810 0005794
PF07559	0030694
PF07558	0005634 0045132 0000775
PF07557	0005634 0045132 0000775
PF07552	0030435 0031160
PF06467	0008270
PF06466	0004402 0005634 0006355
PF06464	0005634 0008134
PF06463	0006777 0019008 0051539
PF05379	0016817 0003968
PF06460	0016817 0003968 0008233 0008168 0004197 0016896
PF05375	0030414
PF05374	0009405 0019871 0005576
PF05373	0055114 0016706
PF05372	0019836 0005576
PF04288	0005737 0030261 0007059
PF05371	0019028
PF09726	0016021
PF03199	0005524 0004363 0006750
PF08638	0016455 0016592 0006357
PF04281	0006886 0005741
PF04280	0006886 0005744 0015450
PF03193	0005525 0003924
PF08633	0016455 0016592 0006357
PF07548	0019867
PF07546	0005515
PF07545	0005634 0030528 0006355
PF07544	0016455 0016592 0006357
PF06459	0005219 0016021 0006874
PF07542	0043461
PF07541	0003743 0003723 0006412 0005850
PF06457	0005216 0009405 0005576
PF06455	0055114 0042773 0008137
PF06453	0009405 0005576
PF05369	0008168
PF06452	0016052 0004553 0030246
PF06451	0005576 0042742
PF05367	0008833 0016032 0015074
PF06450	0015385 0006814 0016021
PF05366	0016020 0030234
PF05365	0008121 0006122 0005740
PF05363	0019049
PF04279	0016021
PF05362	0006508 0004252 0004176
PF05361	0042325 0005737
PF04277	0016020 0008948 0015081 0071436
PF04275	0004631 0005737 0006695
PF04273	0016787
PF04272	0006816 0016020 0042030 0005246
PF03188	0016021
PF03186	0016021 0009236
PF03185	0006813 0016020 0015269
PF08625	0032040 0006364
PF03184	0003676
PF08622	0006979
PF02096	0016021 0051205
PF07536	0004673
PF02095	0005199
PF07535	0008270 0003676
PF02093	0019068
PF07533	0005515 0016817
PF06449	0016021 0005739 0016820
PF02092	0004820 0005524 0006426 0005737 0006412 0000166
PF06448	0006869 0005319
PF02091	0004820 0005524 0006426 0005737 0006412 0000166
PF07531	0003700 0006355
PF06446	0006879 0005576
PF06444	0055114 0006120 0008137
PF06442	0055114 0042493 0004146
PF06441	0004301 0009636 0016020
PF06440	0003677 0003887 0006260
PF05355	0006869 0042627 0006629 0008047
PF05354	0042963 0019028
PF05353	0009405 0019871 0005576
PF04267	0046653 0008115
PF04263	0009229 0004788 0005524
PF03179	0015992 0016471 0016820
PF08619	0015385 0006814 0016020
PF04262	0004357 0006750
PF03178	0003676 0005634
PF03176	0016020
PF03175	0003677 0003887 0008408 0006260 0000166
PF03174	0005975 0004563
PF02089	0008474 0006464
PF03173	0030246
PF08613	0019901 0000079
PF02088	0030193 0007155 0005576
PF03172	0005634
PF08612	0016455 0016592 0006357
PF02087	0051381 0070026
PF03171	0016491
PF07527	0003677 0006355
PF02086	0009007 0032775
PF03170	0016020 0006011
PF02085	0009055 0020037
PF07525	0035556
PF02084	0007342
PF02083	0005179 0005576
PF06437	0016791 0009117 0000287
PF02080	0006813 0008324
PF06436	0046782 0019031 0005198
PF06434	0003994 0006099
PF06433	0055114 0030416 0042597 0030058
PF05349	0008270 0016563 0003677 0005634 0045893
PF06432	0006506 0017176 0016021
PF06431	0003677 0005524 0006260
PF04259	0030435
PF05342	0008270 0016021 0004222
PF04258	0004190 0016021
PF03169	0055085
PF03166	0005622 0006355
PF03165	0005622 0006355
PF02079	0003677 0005634 0007283 0000786
PF08603	0003779 0007010
PF02078	0008021 0007269
PF02077	0016021
PF03161	0004519
PF07517	0017038 0005524 0016020
PF02076	0004932 0016021 0007186
PF03160	0016021 0007154
PF07516	0017038 0016020
PF02075	0006281 0006310 0004520
PF02074	0004181 0006508
PF02073	0006508 0004177
PF06429	0019861
PF02072	0007218 0007631
PF02071	0006886
PF06427	0006486 0003980
PF02070	0006940
PF06426	0006535 0005737 0009001
PF06424	0005634 0000398
PF06423	0005789 0006506 0016021 0016746
PF06422	0006810 0005524 0042626 0016021
PF05337	0008083 0016021 0005125
PF06420	0000262 0000002
PF05336	0005737 0016857 0019299
PF04245	0009295
PF03159	0005622 0003676 0004527
PF03157	0045735
PF03155	0005789 0016758
PF02069	0046872
PF03153	0003702 0005672 0006367
PF02068	0008270
PF03152	0006511
PF02067	0046872
PF02066	0005507
PF03150	0055114 0016491
PF02065	0005975 0004553
PF02064	0006886 0005742 0006605
PF07504	0008270 0004222
PF02063	0005516
PF07503	0008270
PF06418	0003883 0006221
PF07501	0016787
PF02060	0005249 0006811 0016020
PF07500	0006351
PF06415	0006007 0005737 0004619 0030145
PF06414	0001906 0005524
PF06412	0000746
PF05328	0016021 0005506 0006099 0020037 0005740
PF05326	0005576
PF05324	0005576
PF05320	0003677 0003899 0006351
PF04234	0005507 0046688 0042597
PF03148	0005874 0000226
PF04231	0004518
PF03147	0005524 0004826 0008033 0000049 0006432 0000287
PF03146	0005605 0007213 0043113 0043236
PF03145	0005634 0007275 0006511
PF03144	0005525
PF02059	0008083 0006955 0005135 0005576
PF03143	0005525
PF02058	0008047
PF03142	0016758
PF02057	0004336 0006683
PF03141	0008168
PF02056	0005975 0004553
PF02055	0005764 0004348 0007040 0006665
PF02053	0008270
PF02052	0050830
PF02050	0003774 0006935 0001539 0016020 0044461 0009288
PF06404	0008083 0008283 0005576
PF06403	0005578 0005198
PF05318	0019089
PF06401	0050750 0008201 0005783
PF05316	0003735 0005761 0006412
PF05314	0019031
PF05313	0016021
PF04227	0016798
PF04226	0016021
PF04223	0008814 0006084 0005737 0009346
PF03139	0055114 0016163 0009399
PF03137	0006810 0005215 0016020
PF03136	0010498 0019941
PF03135	0005524
PF02049	0003774 0001539 0005198 0009288
PF03133	0004835 0006464
PF02048	0009405 0005576
PF03131	0003677 0005634 0006355
PF02046	0005743 0004129 0005751
PF02045	0005634 0003700 0006355
PF02044	0007218
PF02043	0015979
PF02041	0005788 0004872
PF02040	0016021 0015105
PF05307	0009289
PF04218	0003677 0000775
PF05301	0019799
PF04216	0005737
PF03129	0005524 0004812 0006412
PF04211	0030269 0016021 0015948
PF03127	0005622 0006886
PF04210	0030269 0016021 0015948
PF03126	0003677 0005634 0016570 0006352
PF03125	0004888 0007606 0016021
PF03124	0016021
PF03123	0003723 0006355
PF02038	0005216 0006811 0016020
PF03122	0005198 0019028
PF02037	0003676
PF03121	0003896 0006260
PF02036	0032934
PF03120	0006281 0003911 0006260
PF02035	0042381 0005576
PF02033	0006364
PF02031	0008270 0006508 0004222 0005576
PF04209	0004411 0006559 0055114 0006570
PF04208	0030269 0008168
PF04207	0030269 0006814 0005737 0012506
PF04206	0030269 0006814 0005737 0012506
PF04205	0016020 0010181
PF04204	0008415 0019281 0005737
PF03119	0006281 0003911 0006260
PF03118	0003677 0003899 0006351
PF03117	0016032 0019033
PF03116	0006810 0016020
PF03114	0005515 0005737
PF02028	0006810 0005215 0016020
PF03110	0003677 0005634
PF02025	0005137 0008083 0006955 0005576
PF02024	0007165 0005179 0005576
PF02023	0005634 0003700 0006355
PF02022	0008270 0003677 0015074 0008907
PF02020	0005488
PF03106	0003700 0006355 0043565
PF03104	0003887 0006260
PF02019	0004713
PF02018	0016798
PF03102	0016051
PF02017	0005622 0006915
PF03100	0005886 0017004 0017003
PF02015	0005975 0008810
PF02013	0005975 0004553
PF02011	0005975 0004553
PF12483	0016881
PF05997	0030688 0006364
PF05996	0055114 0016636 0050897 0010024
PF05995	0046439 0055114 0005506 0017172
PF05993	0009405 0019063 0043498 0019028
PF05992	0006810 0005215 0016021 0009276
PF02008	0008270 0003677
PF02007	0008168 0006730
PF02005	0003723 0008033 0004809
PF12474	0004674
PF05986	0031012 0004222
PF05985	0006520 0008851
PF05983	0016455 0016592 0006357
PF10297	0003677 0005634 0030528 0006355
PF04898	0055114 0006807 0015930
PF11380	0016772
PF05980	0009405 0005576
PF04893	0016020
PF04891	0030151 0009399
PF12467	0016817 0008168
PF09095	0005975 0003824 0030246
PF09090	0016070
PF04889	0005681 0000398
PF05972	0016055 0008013
PF04888	0009405
PF05971	0008168
PF04882	0005779 0007031
PF03798	0016021
PF10280	0016455 0016592 0006357
PF04881	0005537 0050690
PF03796	0005524 0003678 0006260
PF03793	0008658
PF03792	0005634 0003700
PF03791	0003677 0005634
PF03790	0003677 0005634
PF09088	0016070
PF05969	0016021 0015979 0009523
PF09085	0016020 0007155
PF05965	0003677 0005634
PF05964	0003677 0005634
PF10278	0016455 0016592 0006357
PF04879	0016491
PF04873	0005634 0030528
PF03789	0003677 0005634
PF03788	0016021
PF04871	0006886 0016020 0005737 0008565
PF03786	0008927 0006064
PF03785	0006508 0008233
PF03784	0006952
PF03783	0030288
PF02694	0016020
PF02691	0009405 0005576
PF02690	0015321 0016020 0044341
PF09077	0003677 0005524 0006313
PF05958	0008173 0006396
PF09074	0007131 0000794
PF05956	0016055 0008017
PF05955	0016032 0016021
PF05953	0005184
PF04869	0006886 0005737 0000139 0048280
PF04868	0004114 0007601 0030553
PF04864	0016846
PF10262	0008430 0045454
PF04863	0016846
PF03776	0032955 0051301
PF03775	0000902
PF02689	0005524 0019079 0004386
PF02687	0016020
PF03770	0008440
PF02686	0006450
PF02685	0005524 0051156 0006096 0004340
PF02684	0008915 0009245
PF01599	0005622 0003735 0006412 0005840
PF02683	0017004 0055114 0016020
PF12437	0004356
PF01597	0006546 0005960
PF01596	0008171
PF09066	0006886 0016192 0030131
PF01592	0005506 0051536 0016226
PF01591	0003873 0005524 0006000
PF09064	0004888 0016021
PF01590	0005515
PF05946	0009405 0009289 0043230
PF09061	0016788
PF05944	0003677 0004519 0019069
PF04858	0005634 0045892
PF04857	0005634
PF04856	0051276 0006259 0005634 0005737
