!ENTRY_AC	AC
IPR019807	00052+2.7.1.1
IPR012828	00052+2.7.1.11
IPR006206	00052+2.7.1.6
IPR003353	00052+2.7.1.69
IPR004702	00052+2.7.1.69
IPR029503	00052+2.7.1.69
IPR006232	00052+3.2.1.26
IPR023788	00052+4.1.2.40
IPR025308	00052+5.1.3.2
IPR004784	00052+5.3.1.26
IPR005852	00052+5.4.2.2
IPR015899	00052+5.4.99.9
IPR010974	00053+2.7.1.69
IPR003501	00053+2.7.1.69
IPR017648	00053+4.1.2.20
IPR023492	00053+5.1.3.22
IPR013537	00061+6.4.1.2
IPR000022	00061+6.4.1.2
IPR001095	00061+6.4.1.2
IPR012803	00062+4.2.1.17+1.1.1.211
IPR012802	00062+4.2.1.17+1.1.1.35
IPR006108	00062+4.2.1.17+1.1.1.35
IPR028633	00071+1.1.1.1
IPR002424	00071+1.1.1.1
IPR008068	00071+1.14.14.1
IPR012806	00071+2.3.1.16
IPR000590	00072+2.3.3.10
IPR006449	00100+2.5.1.21
IPR012802	00120+1.1.1.35
IPR012799	00120+1.1.1.35
IPR006176	00120+1.1.1.35
IPR006108	00120+1.1.1.35
IPR007782	00130+4.1.1.90
IPR007440	00130+4.1.3.40
IPR012743	00130+6.2.1.12
IPR011281	00190+1.3.5.1
IPR011280	00190+1.3.5.1
IPR014006	00190+1.3.5.1
IPR000260	00190+1.6.5.3
IPR008066	00591+1.14.14.1
IPR028632	00592+1.1.1.1
IPR014187	00592+1.1.1.1
IPR012805	00592+2.3.1.16
IPR012802	00592+4.2.1.17
IPR028679	00600+3.1.3.4
IPR000111	00600+3.2.1.22
IPR013739	00600+3.2.1.23
IPR006823	00600+3.5.1.23
IPR015882	00603+3.2.1.52
IPR025300	00604+3.2.1.23
IPR013529	00604+3.2.1.23
IPR013739	00604+3.2.1.23
IPR023230	00604+3.2.1.23
IPR015882	00604+3.2.1.52
IPR011304	00620+1.1.1.27
IPR012188	00620+1.1.1.40
IPR023756	00620+1.1.1.79
IPR003361	00620+1.2.1.10
IPR005884	00620+1.3.5.4
IPR005949	00620+2.3.1.54
IPR023865	00620+2.7.2.1
IPR017782	00620+3.1.2.6
IPR017968	00620+3.6.1.7
IPR005899	00620+4.1.1.3
IPR017630	00622+4.1.1.77
IPR012800	00623+1.13.11.1
IPR012786	00624+1.13.11.3
IPR014159	00624+1.13.11.8
IPR011763	00640+6.4.1.2
IPR023900	00643+4.2.1.84
IPR014279	00625+1.18.6.1
IPR005976	00625+1.18.6.1
IPR002425	00626+1.1.1.1
IPR014183	00626+1.1.1.1
IPR008069	00627+1.14.14.1
IPR017606	00627+1.3.7.9
IPR017608	00627+1.3.7.9
IPR002115	00627+3.1.3.2
IPR006180	00627+4.2.1.17
IPR010097	00630+1.1.1.37
IPR023756	00630+1.1.1.79+1.1.1.81
IPR024708	00630+1.11.1.6
IPR006478	00630+1.2.1.2
IPR006253	00630+2.3.3.9
IPR017443	00630+4.1.1.39
IPR015929	00630+4.2.1.3
IPR010061	00640+1.2.1.18+1.2.1.27
IPR000890	00640+2.7.2.1
IPR005965	00640+3.5.99.7
IPR023375	00640+4.1.1.4
IPR012802	00640+4.2.1.17
IPR012705	00640+4.2.1.79
IPR006268	00400+2.5.1.54
IPR027544	00400+2.7.1.71
IPR001468	00400+4.1.1.48
IPR001381	00400+4.2.1.10
IPR002701	00400+5.4.99.5
IPR005786	00770+2.6.1.42
IPR004631	00410+2.6.1.19
IPR008141	00430+1.4.1.1
IPR011822	00450+2.1.1.13
IPR002629	00450+2.1.1.14
IPR023061	00450+2.7.9.3
IPR018187	00471+5.1.1.3
IPR005762	00471+6.3.2.9
IPR014273	00480+1.1.1.42
IPR004436	00480+1.1.1.42
IPR019904	00480+1.11.1.15
IPR000866	00480+1.11.1.15
IPR022838	00790+3.5.4.16
IPR007181	00790+4.1.2.25
IPR023600	00790+6.3.2.17
IPR017950	00791+3.5.1.5
IPR014087	00791+3.5.1.84
IPR028632	00830+1.1.1.1
IPR016053	00860+1.14.99.3
IPR027150	00860+1.16.3.1
IPR015895	00860+1.2.1.70
IPR019478	00860+4.99.1.4+1.3.1.76+2.1.1.107
IPR006367	00860+4.99.1.4+1.3.1.76+2.1.1.107
IPR003043	00860+4.99.1.4+1.3.1.76+2.1.1.107
IPR026816	00860+1.3.5.3
IPR014008	00860+2.1.1.196
IPR011799	00860+2.5.1.62
IPR003203	00860+2.7.7.62+2.7.1.156
IPR021745	00860+3.7.1.12
IPR002762	00860+4.99.1.3
IPR011776	00860+6.6.1.1
IPR013512	00900+1.1.1.267
IPR025583	00900+1.1.1.34
IPR016425	00900+1.17.7.1
IPR011774	00900+1.3.1.83
IPR010122	00900+2.3.3.10
IPR004424	00900+2.7.1.148
IPR005917	00900+2.7.4.2
IPR025114	00906+5.2.1.14
IPR015345	00908+1.5.99.12
IPR005977	00910+1.18.6.1
IPR011290	00910+1.18.6.1
IPR012138	00910+1.7.2.6
IPR011786	00920+1.8.1.2
IPR011798	00920+1.8.4.8
IPR011800	00920+1.8.4.8
IPR004511	00920+1.8.4.8
IPR004508	00920+1.8.4.9
IPR010493	00920+2.3.1.30
IPR011784	00920+2.7.7.4
IPR020792	00920+2.7.7.4
IPR025980	00920+2.7.7.4
IPR001307	00920+2.8.1.1
IPR014323	00920+2.8.1.1
IPR012799	00930+4.2.1.17+1.1.1.35
IPR006176	00930+4.2.1.17+1.1.1.35
IPR008367	00930+3.1.1.17
IPR012743	00940+6.2.1.12
IPR016089	00941+5.5.1.6
IPR028546	00944+3.2.1.31
IPR022739	00950+1.10.3.1
IPR021164	00950+1.14.16.2
IPR000796	00950+2.6.1.1
IPR015800	00960+1.4.3.21
IPR025803	00960+2.1.1.53
IPR023181	00960+2.5.1.44
IPR002376	00970+2.1.2.9
IPR019872	00970+2.9.1.2
IPR002307	00970+6.1.1.1
IPR023678	00970+6.1.1.1
IPR024108	00970+6.1.1.1
IPR015944	00970+6.1.1.14
IPR015264	00970+6.1.1.15
IPR023716	00970+6.1.1.15
IPR007214	00970+6.1.1.15
IPR008925	00970+6.1.1.17
IPR002306	00970+6.1.1.2
IPR012676	00970+6.1.1.3
IPR018162	00970+6.1.1.7
IPR008067	00980+1.14.14.1
IPR028635	00982+1.1.1.1
IPR002254	00982+1.14.13.8
IPR003082	00982+2.5.1.18
IPR006273	00983+2.4.2.10
IPR001576	00710+2.7.2.3
IPR004464	00710+3.1.3.11
IPR000146	00710+3.1.3.11
IPR007566	00710+4.1.1.31
IPR022805	00710+4.1.1.31
IPR017443	00710+4.1.1.39
IPR000685	00710+4.1.1.39
IPR029768	00710+4.1.2.13
IPR004439	00720+1.1.1.42
IPR004489	00720+1.3.5.1
IPR029784	00720+4.2.1.3
IPR026347	00720+5.4.1.3
IPR013537	00720+6.4.1.2
IPR000022	00720+6.4.1.2
IPR006282	00730+2.7.6.2
IPR010970	00730+2.8.1.7
IPR014838	00730+3.6.1.15
IPR004004	00730+3.6.1.15
IPR013192	00730+3.6.1.15
IPR000317	00730+3.6.1.15
IPR006399	00740+2.5.1.9
IPR023470	00740+2.7.1.161
IPR023602	00740+2.7.1.161
IPR024927	00740+3.1.3.2
IPR011286	00040+1.1.1.127
IPR005771	00040+2.7.7.9
IPR018040	00040+3.1.1.11
IPR018082	00040+4.2.2.2
IPR000056	00040+5.1.3.1
IPR027447	00040+5.3.1.17
IPR027449	00040+5.3.1.17
IPR014379	00051+2.7.1.105
IPR022463	00051+2.7.1.56
IPR013013	00051+2.7.1.69
IPR009164	00051+3.1.3.11
IPR020548	00051+3.1.3.11
IPR016714	00051+3.2.1.78
IPR006368	00051+4.2.1.47
IPR004788	00051+5.3.1.6
IPR022673	00052+2.7.1.1
IPR023314	00052+2.7.1.144
IPR007729	00052+2.7.1.58
IPR019741	00052+2.7.1.6
IPR010974	00052+2.7.1.69
IPR011301	00052+2.7.1.69
IPR013013	00052+2.7.1.69
IPR005774	00052+2.7.7.9
IPR005771	00052+2.7.7.9
IPR025972	00052+3.2.1.23
IPR018954	00052+3.2.1.23
IPR023230	00052+3.2.1.23
IPR023933	00052+3.2.1.23
IPR005927	00052+4.1.2.40
IPR004783	00052+5.3.1.26
IPR028357	00053+1.1.1.22
IPR011299	00053+2.7.1.69
IPR011301	00053+2.7.1.69
IPR008367	00053+3.1.1.17
IPR004560	00053+5.1.3.22
IPR024925	00061+2.3.1.39
IPR011762	00061+6.4.1.2
IPR027533	00062+1.1.1.330
IPR014183	00071+1.1.1.1
IPR006180	00071+5.1.2.3+4.2.1.17+1.1.1.35
IPR008071	00071+1.14.14.1
IPR023744	00071+1.18.1.3
IPR010233	00130+2.1.1.222+2.1.1.64
IPR004561	00130+5.4.4.2
IPR006317	00190+1.10.2.2
IPR004489	00190+1.3.5.1
IPR010933	00190+1.6.5.3
IPR012777	00590+3.3.2.6
IPR015211	00590+3.3.2.6
IPR001211	00591+3.1.1.4
IPR003187	00591+3.1.1.4
IPR016090	00591+3.1.1.4
IPR002655	00592+1.3.3.6
IPR028670	00600+3.1.3.4
IPR029895	00600+3.1.4.12
IPR001860	00600+3.2.1.18
IPR004124	00600+3.2.1.18
IPR025300	00600+3.2.1.23
IPR013529	00600+3.2.1.23
IPR023230	00600+3.2.1.23
IPR002516	00601+2.4.1.69
IPR029019	00603+3.2.1.52
IPR004866	00603+3.2.1.52
IPR001944	00604+3.2.1.23
IPR019801	00604+3.2.1.23
IPR023933	00604+3.2.1.23
IPR015409	00620+1.1.1.28
IPR012256	00620+1.1.1.28
IPR023958	00620+1.1.1.37
IPR023667	00620+1.1.1.38
IPR015426	00620+1.2.1.10
IPR006256	00620+2.3.1.12
IPR006252	00620+2.3.3.9
IPR023687	00620+4.1.1.3
IPR017283	00620+4.2.1.130
IPR011167	00620+4.2.1.2
IPR004361	00620+4.4.1.5
IPR011762	00620+6.4.1.2
IPR017630	00621+4.1.1.77
IPR012425	00622+4.1.3.39
IPR006108	00623+1.1.1.35
IPR017631	00624+1.14.13.1
IPR012079	00625+1.1.1.1
IPR013650	00640+6.2.1.5
IPR005809	00640+6.2.1.5
IPR001095	00640+6.4.1.2
IPR012806	00642+2.3.1.16
IPR005959	00643+3.7.1.2
IPR004232	00643+4.2.1.84
IPR028635	00625+1.1.1.1
IPR002424	00625+1.1.1.1
IPR004349	00625+1.18.6.1
IPR023489	00625+3.8.1.5
IPR028633	00626+1.1.1.1
IPR014187	00626+1.1.1.1
IPR017638	00627+1.14.12.1
IPR008066	00627+1.14.14.1
IPR008072	00627+1.14.14.1
IPR023900	00627+4.2.1.84
IPR011829	00630+1.1.1.93
IPR018028	00630+1.11.1.6
IPR020835	00630+1.11.1.6
IPR001085	00630+2.1.2.1
IPR004810	00630+3.5.1.10
IPR020878	00630+4.1.1.39
IPR016790	00630+4.2.1.148
IPR015934	00630+4.2.1.3
IPR017643	00630+5.3.1.22
IPR006099	00630+5.4.99.2
IPR008147	00630+6.3.1.2
IPR022147	00630+6.3.1.2
IPR018177	00640+1.1.1.27
IPR013460	00640+1.1.1.77
IPR024917	00640+2.7.2.15
IPR020601	00640+3.5.99.7
IPR012695	00640+4.1.3.30
IPR003207	00640+4.2.1.28
IPR004406	00640+4.2.1.99
IPR017515	00640+5.1.99.1
IPR011904	00640+6.2.1.1
IPR020822	00400+5.4.99.5
IPR010950	00400+5.4.99.5
IPR030373	00410+2.5.1.16
IPR003190	00410+4.1.1.11
IPR006108	00410+4.2.1.17
IPR012803	00410+4.2.1.17
IPR028971	00430+1.4.1.2
IPR012710	00440+3.11.1.2
IPR017684	00440+4.1.1.82
IPR010306	00440+4.7.1.1
IPR004223	00450+2.1.1.13
IPR011821	00450+2.5.1.48
IPR020028	00450+2.7.1.164
IPR006237	00450+4.4.1.11
IPR018285	00450+6.1.1.10
IPR015942	00471+5.1.1.3
IPR006113	00480+1.1.1.44
IPR000788	00480+1.17.4.1
IPR013678	00480+1.17.4.1
IPR026494	00480+1.17.4.1
IPR015147	00480+1.17.4.1
IPR006322	00480+1.8.1.7
IPR017939	00480+2.3.2.4
IPR003080	00480+2.5.1.18
IPR006284	00480+6.3.2.3
IPR024517	00500+2.4.1.1
IPR008631	00500+2.4.1.11
IPR003919	00500+2.4.1.12
IPR027934	00500+2.4.1.12
IPR012820	00500+2.4.1.13
IPR015293	00500+2.4.1.18
IPR013534	00500+2.4.1.21
IPR011835	00500+2.4.1.21
IPR003385	00500+2.4.1.25
IPR015261	00500+2.4.1.25
IPR010401	00500+2.4.1.25+3.2.1.33
IPR004719	00500+2.7.1.69
IPR004720	00500+2.7.1.69
IPR013012	00500+2.7.1.69
IPR003353	00500+2.7.1.69
IPR005836	00500+2.7.7.27
IPR023049	00500+2.7.7.27
IPR013446	00500+2.7.7.33
IPR000070	00500+3.1.1.11
IPR013679	00500+3.1.3.24
IPR013775	00500+3.2.1.1
IPR012850	00500+3.2.1.1
IPR023715	00500+3.2.1.28
IPR015220	00500+3.2.1.3
IPR019834	00500+3.2.1.4
IPR016282	00500+3.2.1.4
IPR021761	00500+4.1.1.35
IPR006759	00510+2.4.1.145
IPR004888	00510+3.2.1.106
IPR026946	00511+3.2.1.18
IPR029456	00511+3.2.1.18
IPR023230	00511+3.2.1.23
IPR026051	00513+2.4.1.142
IPR020294	00513+2.4.99.18
IPR008814	00513+2.4.99.18
IPR015883	00513+3.2.1.52
IPR004834	00520+2.4.1.16
IPR004654	00520+2.7.1.2
IPR011296	00520+2.7.1.69
IPR006375	00520+2.7.7.13
IPR005771	00520+2.7.7.9
IPR000677	00520+3.2.1.14
IPR000726	00520+3.2.1.14
IPR016283	00520+3.2.1.14
IPR015883	00520+3.2.1.52
IPR025705	00520+3.2.1.52
IPR005264	00520+4.1.3.3
IPR005488	00520+4.2.1.126
IPR013692	00520+5.1.3.2
IPR018189	00520+5.3.1.9
IPR006352	00520+5.4.2.10
IPR023666	00520+5.4.2.10
IPR005002	00520+5.4.2.8
IPR019807	00521+2.7.1.1
IPR003836	00521+2.7.1.2
IPR005907	00521+2.7.7.24
IPR022337	00521+3.1.3.25
IPR002587	00521+5.5.1.4
IPR022672	00524+2.7.1.1
IPR022673	00524+2.7.1.1
IPR024733	00531+3.2.1.50
IPR029019	00531+3.2.1.52
IPR027670	00534+2.4.1.224+2.4.1.225
IPR006435	00564+3.1.3.27
IPR028668	00564+3.1.3.4
IPR028670	00564+3.1.3.4
IPR007651	00564+3.1.3.4
IPR006009	00550+2.4.1.227
IPR003824	00550+3.6.1.27
IPR005863	00550+6.3.2.10
IPR009721	00561+2.3.1.20
IPR000756	00561+2.7.1.107
IPR000829	00561+2.7.1.107
IPR005152	00561+3.1.1.3
IPR028668	00561+3.1.3.4
IPR021601	00562+2.7.1.67
IPR028403	00562+3.1.4.11
IPR028391	00562+3.1.4.11
IPR016280	00562+3.1.4.11
IPR016542	00563+2.4.1.198
IPR010946	00564+2.5.1.41
IPR006409	00564+2.7.7.39
IPR014387	00564+2.7.8.11
IPR023762	00564+2.7.8.5
IPR016090	00564+3.1.1.4
IPR008067	00590+1.14.14.1
IPR023615	00190+1.9.3.1
IPR003414	00190+2.7.4.1
IPR008162	00190+3.6.1.1
IPR023733	00190+3.6.1.1
IPR004100	00190+3.6.3.14
IPR022425	00190+3.6.3.14
IPR005725	00190+3.6.3.14
IPR005725	00195+3.6.3.14
IPR022426	00195+3.6.3.14
IPR017691	00195+3.6.3.14
IPR009455	00195+3.6.3.14
IPR017590	00230+1.1.1.350
IPR014307	00230+1.17.1.4
IPR017611	00230+1.17.1.4
IPR015147	00230+1.17.4.1
IPR013509	00230+1.17.4.1
IPR012833	00230+1.17.4.2
IPR013345	00230+1.17.4.2
IPR005993	00230+1.7.1.7
IPR001805	00230+2.7.1.20
IPR001697	00230+2.7.1.40
IPR015795	00230+2.7.1.40
IPR020590	00230+2.7.4.8
IPR009162	00230+2.7.7.6
IPR011263	00230+2.7.7.6
IPR009674	00230+2.7.7.6
IPR024394	00230+2.7.7.6
IPR007984	00230+2.7.7.6
IPR029262	00230+2.7.7.6
IPR007642	00230+2.7.7.6
IPR007641	00230+2.7.7.6
IPR022905	00230+2.7.7.6
IPR003716	00230+2.7.7.6
IPR015699	00230+2.7.7.6
IPR004973	00230+2.7.7.6
IPR016033	00230+2.7.7.7
IPR023211	00230+2.7.7.7
IPR006308	00230+2.7.7.7
IPR015199	00230+2.7.7.7
IPR001098	00230+2.7.7.7
IPR019760	00230+2.7.7.7
IPR004475	00230+2.7.7.7
IPR010394	00230+3.1.3.5
IPR013622	00230+3.1.4.17
IPR006952	00230+3.1.4.35
IPR002026	00230+3.5.1.5
IPR017627	00230+3.5.3.26
IPR006331	00230+3.5.4.4
IPR028893	00230+3.5.4.4
IPR029771	00230+3.5.4.6
IPR029594	00230+3.6.1.13
IPR000280	00230+3.6.1.15
IPR000745	00230+3.6.1.15
IPR002868	00230+3.6.1.15
IPR004080	00230+3.6.1.15
IPR008751	00230+3.6.1.15
IPR002620	00230+3.6.1.15
IPR000199	00230+3.6.1.15
IPR000487	00230+3.6.1.15
IPR013192	00230+3.6.1.15
IPR022245	00230+3.6.1.15
IPR002518	00230+3.6.1.15
IPR020922	00230+3.6.1.19
IPR030673	00230+3.6.1.40
IPR004769	00230+4.3.2.2
IPR005852	00230+5.4.2.2
IPR024052	00230+5.4.2.7
IPR020562	00230+6.3.4.13
IPR003850	00230+6.3.5.3
IPR010073	00230+6.3.5.3
IPR023206	00232+1.14.14.1
IPR008071	00232+1.14.14.1
IPR013346	00240+1.17.4.1
IPR008926	00240+1.17.4.1
IPR000358	00240+1.17.4.1
IPR012833	00240+1.17.4.2
IPR012262	00240+2.1.1.45
IPR023451	00240+2.1.1.45
IPR014619	00240+2.1.2.8
IPR018016	00240+2.4.2.1
IPR028582	00240+2.7.4.6
IPR009674	00240+2.7.7.6
IPR007120	00240+2.7.7.6
IPR007647	00240+2.7.7.6
IPR007645	00240+2.7.7.6
IPR007081	00240+2.7.7.6
IPR007646	00240+2.7.7.6
IPR007083	00240+2.7.7.6
IPR001462	00240+2.7.7.7
IPR006309	00240+2.7.7.7
IPR017963	00240+2.7.7.7
IPR025687	00240+2.7.7.7
IPR017961	00240+2.7.7.7
IPR002298	00240+2.7.7.7
IPR015848	00240+2.7.7.8
IPR006294	00240+3.1.4.16+3.1.3.6
IPR020797	00240+3.5.4.5
IPR001754	00240+4.1.1.23
IPR022830	00240+4.2.1.70
IPR017456	00240+6.3.4.2
IPR006275	00240+6.3.5.5
IPR002474	00240+6.3.5.5
IPR024089	00250+1.2.1.88
IPR012742	00250+1.4.1.1
IPR005288	00250+1.4.3.16
IPR000796	00250+2.6.1.1
IPR010075	00250+3.5.1.2
IPR015868	00250+3.5.1.2
IPR009049	00250+4.3.2.1
IPR013539	00250+4.3.2.2
IPR027303	00250+6.3.1.2
IPR024073	00250+6.3.4.5
IPR005483	00250+6.3.5.5
IPR006275	00250+6.3.5.5
IPR006274	00250+6.3.5.5
IPR013537	00253+6.4.1.2
IPR001095	00253+6.4.1.2
IPR001095	00254+6.4.1.2
IPR023514	00260+1.1.1.81
IPR023756	00260+1.1.1.81
IPR006279	00260+1.5.3.1
IPR001085	00260+2.1.2.1
IPR012772	00260+2.3.1.178
IPR022278	00260+2.6.1.52
IPR001341	00260+2.7.2.4
IPR016271	00260+2.7.8.8
IPR002028	00260+4.2.1.20
IPR005131	00260+4.3.1.17
IPR011258	00260+5.4.2.12
IPR019811	00270+1.1.1.3
IPR011147	00270+1.1.1.3+2.7.2.4
IPR006276	00270+2.1.1.14
IPR022628	00270+2.5.1.6
IPR018042	00270+2.7.2.4
IPR027505	00270+4.2.1.109+3.1.3.77
IPR023943	00270+3.1.3.77
IPR009165	00270+4.1.1.50
IPR001985	00270+4.1.1.50
IPR005966	00270+4.4.1.15
IPR014313	00280+1.2.3.1
IPR022593	00280+1.2.4.4
IPR027167	00280+4.1.3.4
IPR006176	00281+4.2.1.17+1.1.1.35
IPR012806	00281+2.3.1.16
IPR013116	00290+1.1.1.86
IPR012846	00290+2.2.1.6
IPR023940	00300+1.17.1.8
IPR019875	00300+2.3.1.117
IPR001341	00300+2.7.2.4
IPR005260	00300+2.7.2.4
IPR018510	00300+5.1.1.7
IPR023891	00300+5.4.99.58
IPR030445	00310+2.1.1.43
IPR021169	00310+2.1.1.43
IPR030373	00480+2.5.1.16
IPR008283	00480+3.4.11.1
IPR011356	00480+3.4.11.1
IPR007370	00480+6.3.2.2
IPR017809	00480+6.3.2.2
IPR011793	00480+6.3.2.2
IPR000811	00500+2.4.1.1
IPR000368	00500+2.4.1.13
IPR021828	00500+2.4.99.16
IPR022672	00500+2.7.1.1
IPR019807	00500+2.7.1.1
IPR003836	00500+2.7.1.2
IPR003501	00500+2.7.1.69
IPR011299	00500+2.7.1.69
IPR003352	00500+2.7.1.69
IPR016267	00500+2.7.7.9
IPR018040	00500+3.1.1.11
IPR017736	00500+3.2.1.21
IPR024746	00500+3.2.1.26
IPR002037	00500+3.2.1.4
IPR026876	00500+3.2.1.4
IPR016900	00510+2.4.1.256
IPR025300	00511+3.2.1.23
IPR013529	00511+3.2.1.23
IPR024462	00511+3.2.1.45
IPR028756	00511+3.2.1.51
IPR016518	00511+3.2.1.51
IPR000933	00511+3.2.1.51
IPR025705	00511+3.2.1.52
IPR007676	00513+2.4.99.18
IPR027004	00514+2.4.1.109
IPR028356	00520+1.1.1.22
IPR028614	00520+1.1.1.271
IPR022857	00520+2.4.2.53
IPR005855	00520+2.6.1.16
IPR022850	00520+2.6.1.87
IPR022963	00520+2.7.1.6
IPR019741	00520+2.7.1.6
IPR029503	00520+2.7.1.69
IPR005849	00520+2.7.7.12
IPR023425	00520+2.7.7.12
IPR019779	00520+2.7.7.12
IPR023049	00520+2.7.7.27
IPR013446	00520+2.7.7.33
IPR016267	00520+2.7.7.9
IPR009470	00520+3.2.1.14
IPR000852	00520+3.2.1.37
IPR016828	00520+3.2.1.55
IPR021761	00520+4.1.1.35
IPR005486	00520+4.2.1.126
IPR025308	00520+5.1.3.2
IPR005886	00520+5.1.3.2
IPR023096	00520+5.3.1.9
IPR005907	00523+2.7.7.24
IPR025972	00531+3.2.1.23
IPR003476	00531+3.2.1.23
IPR013739	00531+3.2.1.23
IPR006103	00531+3.2.1.23
IPR024448	00534+2.4.2.26
IPR010598	00534+5.1.3.17
IPR000908	00564+3.1.1.7
IPR027706	00564+3.1.3.27
IPR028685	00564+3.1.3.4
IPR028675	00564+3.1.3.4
IPR017767	00564+3.1.4.3
IPR016555	00564+3.1.4.4
IPR015993	00564+3.6.1.26
IPR028679	00565+3.1.3.4
IPR028674	00565+3.1.3.4
IPR028685	00565+3.1.3.4
IPR029098	00540+2.3.1.129
IPR003524	00550+2.7.8.13
IPR000715	00550+2.7.8.13
IPR011127	00550+6.3.2.4
IPR005999	00561+2.7.1.30
IPR002252	00561+3.2.1.22
IPR007828	00562+1.13.99.1
IPR010061	00562+1.2.1.18
IPR028387	00562+3.1.4.11
IPR028390	00562+3.1.4.11
IPR024203	00562+5.3.1.30
IPR009450	00563+2.4.1.198
IPR017751	00564+1.1.1.8
IPR000447	00564+1.1.5.3
IPR004552	00564+2.3.1.51
IPR026438	00564+2.5.1.41
IPR000756	00564+2.7.1.107
IPR026712	00564+2.7.1.32
IPR026662	00190+1.6.99.5
IPR024953	00190+2.7.4.1
IPR025200	00190+2.7.4.1
IPR003319	00190+3.6.3.14
IPR000194	00190+3.6.3.14
IPR017710	00190+3.6.3.14
IPR017691	00190+3.6.3.14
IPR020003	00190+3.6.3.14
IPR006534	00190+3.6.3.6
IPR006004	00195+1.18.1.2
IPR015701	00195+1.18.1.2
IPR012508	00195+3.6.3.14
IPR004607	00230+2.1.2.2
IPR024051	00230+3.5.4.10+2.1.2.3
IPR005764	00230+2.4.2.7
IPR005904	00230+2.4.2.8
IPR015794	00230+2.7.1.40
IPR000850	00230+2.7.4.3
IPR014505	00230+2.7.4.6
IPR023005	00230+2.7.4.6
IPR000842	00230+2.7.6.1
IPR011779	00230+2.7.7.4
IPR019200	00230+2.7.7.53
IPR012756	00230+2.7.7.6
IPR010243	00230+2.7.7.6
IPR002092	00230+2.7.7.6
IPR007081	00230+2.7.7.6
IPR024075	00230+2.7.7.6
IPR011260	00230+2.7.7.6
IPR029460	00230+2.7.7.7
IPR001037	00230+2.7.7.7
IPR001001	00230+2.7.7.7
IPR015833	00230+2.7.7.7
IPR017061	00230+2.7.7.7
IPR015088	00230+2.7.7.7
IPR004622	00230+2.7.7.7
IPR017963	00230+2.7.7.7
IPR013617	00230+2.7.7.7
IPR024639	00230+2.7.7.7
IPR023223	00230+2.7.7.7
IPR002298	00230+2.7.7.7
IPR025724	00230+2.7.7.7
IPR026575	00230+3.1.4.17
IPR013938	00230+3.1.4.53
IPR008223	00230+3.5.1.5
IPR014306	00230+3.5.2.17
IPR013676	00230+3.6.1.15
IPR001122	00230+3.6.1.15
IPR002637	00230+3.6.1.19
IPR029890	00230+3.6.1.9
IPR024060	00230+4.3.2.3
IPR024686	00230+4.6.1.1
IPR024694	00230+5.4.99.18
IPR009720	00230+6.3.4.23
IPR010074	00230+6.3.5.3
IPR002042	00232+1.7.3.3
IPR026459	00240+1.17.4.1
IPR000398	00240+2.1.1.45
IPR015963	00240+2.7.4.22
IPR018095	00240+2.7.4.9
IPR014724	00240+2.7.7.6
IPR023464	00240+2.7.7.6
IPR015712	00240+2.7.7.6
IPR007984	00240+2.7.7.6
IPR005059	00240+2.7.7.6
IPR029262	00240+2.7.7.6
IPR024390	00240+2.7.7.6
IPR006110	00240+2.7.7.6
IPR012758	00240+2.7.7.6
IPR011260	00240+2.7.7.6
IPR007937	00240+2.7.7.6
IPR007644	00240+2.7.7.6
IPR006308	00240+2.7.7.7
IPR024754	00240+2.7.7.7
IPR015361	00240+2.7.7.7
IPR017061	00240+2.7.7.7
IPR018382	00240+2.7.7.7
IPR011149	00240+2.7.7.7
IPR014382	00240+2.7.7.7
IPR024826	00240+2.7.7.7
IPR002008	00240+2.7.7.7
IPR001126	00240+2.7.7.7
IPR022635	00240+2.7.7.7
IPR004615	00240+2.7.7.7
IPR014069	00240+2.7.7.8
IPR002828	00240+3.1.3.5
IPR030633	00240+3.5.2.2
IPR027502	00240+3.6.1.19
IPR007342	00240+4.2.1.70
IPR005483	00240+6.3.5.5
IPR024090	00250+1.2.1.88
IPR016210	00250+1.4.1.2
IPR029419	00250+4.3.2.1
IPR024074	00250+6.3.4.5
IPR000022	00254+6.4.1.2
IPR011147	00260+1.1.1.3+2.7.2.4
IPR029015	00260+1.1.1.95
IPR011534	00260+1.2.1.11
IPR015800	00260+1.4.3.21
IPR023012	00260+1.4.4.2
IPR006281	00260+1.5.3.1
IPR011282	00260+2.3.1.29
IPR012773	00260+2.6.1.76
IPR004469	00260+3.1.3.3
IPR014787	00260+3.1.3.3
IPR006653	00260+4.2.1.20
IPR004644	00260+4.3.1.17
IPR011820	00260+4.3.1.19
IPR023665	00260+5.4.2.12
IPR010945	00270+1.1.1.37
IPR001252	00270+1.1.1.37
IPR023956	00270+1.13.11.53+1.13.11.54
IPR030380	00270+2.1.1.37
IPR005881	00270+2.3.1.30
IPR008220	00270+2.3.1.31
IPR030373	00270+2.5.1.16
IPR022630	00270+2.5.1.6
IPR000796	00270+2.6.1.1
IPR011715	00270+2.6.1.5
IPR015878	00270+3.3.1.1
IPR017716	00270+4.1.1.50
IPR004642	00270+4.3.1.17
IPR003815	00270+4.4.1.21
IPR006233	00270+4.4.1.8
IPR006238	00270+4.4.1.8
IPR027363	00270+5.3.1.23
IPR011559	00270+5.3.1.23
IPR000590	00280+2.3.3.10
IPR024067	00280+5.4.99.2
IPR016206	00290+1.1.1.86
IPR013709	00290+2.3.3.13
IPR005785	00290+2.6.1.42
