! Conversion taken from: http://www.geneontology.org/
PF01650;3.4.22
PF01653;6.5.1.2
PF01654;1
PF01670;3.2.1.4
PF01678;R02735
PF01678;5.1.1.7
PF01687;R00549
PF01687;2.7.1.26
PF01694;3.4.21
PF01702;2.4.2.29
PF01704;2.7.7
PF01707;3.4.22
PF01712;2.7.1
PF01717;R04405
PF01717;2.1.1.14
PF01725;3
PF01726;3.4.21
PF01728;2.1.1
PF01729;R03348
PF01729;2.4.2.19
PF01731;3.1.1.2
PF01738;3
PF01742;3.4.24
PF01743;2.7.7
PF01745;2.5.1.1
PF01747;2.7.7.4
PF01750;3.4
PF01752;3.4.21
PF01756;1.3.3.6
PF01757;2.3.1
PF01761;R03083
PF01761;4.2.3.4
PF01764;3.1.1.3
PF01790;2.4
PF01791;4
PF01794;1
PF01795;2.1.1
PF01799;1
PF01804;3
PF01806;2.7.7.48
PF01812;R02301
PF01812;6.3.3.2
PF01820;R01150
PF01820;6.3.2.4
PF01829;3.4.23
PF01830;3.4.22
PF01831;2.7.7.48
PF01832;3.5.1.4
PF01853;2.3.1
PF01855;1
PF01862;R00566
PF01862;4.1.1.19
PF01872;R03458
PF01872;1.1.1.193
PF01874;2.7.8.25
PF01880;1
PF01884;2.5
PF01884;2.5.1
PF01885;2.7
PF01888;2
PF01903;4
PF01909;2.7.7
PF01913;2
PF01915;3.2.1
PF01921;6.1.1.6
PF01923;2.5.1.17
PF01941;2.5.1.6
PF01958;1
PF01960;R02282
PF01960;2.3.1.35
PF01966;3.1.4
PF01968;3
PF01974;3.1.27.9
PF01975;3
PF01977;4.1.1
PF01979;3
PF01981;3.1.1.29
PF01983;2.7.7
PF01993;1.12.7.2
PF02005;2.1.1.32
PF02007;2.1.1
PF02011;3.2.1
PF02013;3.2.1
PF02015;3.2.1.4
PF02018;3.2
PF02019;2.7.10
PF02031;3.4.24
PF02046;1.9.3.1
PF02055;3.2.1.45
PF02056;3.2.1
PF02057;3.2.1.46
PF02065;3.2.1
PF02073;3.4.11
PF02074;3.4.17
PF02086;2.1.1.72
PF02089;3.1.2.22
PF02091;6.1.1.14
PF02092;6.1.1.14
PF02102;3.4.24
PF02110;R04448
PF02110;2.7.1.50
PF02113;3.4.16
PF02122;3.4.21
PF02123;2.7.7.48
PF02126;3.1
PF02127;3.4.11
PF02128;3.4.24
PF02129;3.4.11
PF02135;2.3.1.48
PF02137;3.5.4.4
PF02144;3.1.11.2
PF02146;3.5.1
PF02149;2.7.11
PF02150;2.7.7.6
PF02152;4.1.2.25
PF02153;R01730
PF02153;1.3.1.13
PF02156;3.2.1.4
PF02156;3.2.1.78
PF02163;3.4.24
PF02192;R04545
PF02192;2.7.1.153
PF02207;R03876
PF02207;6.3.2.19
PF02219;1.5.1.20
PF02223;2.7.4.9
PF02224;2.7.4.14
PF02230;3
PF02233;R00112
PF02238;1.9.3.1
PF02240;R04541
PF02240;2.8.4.1
PF02241;R04541
PF02241;2.8.4.1
PF02245;3.2.2.21
PF02249;R04541
PF02249;2.8.4.1
PF02261;4.1.1.11
PF02267;3.2.2.5
PF02271;1.10.2.2
PF02274;3.5.3
PF02275;3
PF02277;R04148
PF02277;2.4.2.21
PF02278;4
PF02283;2.7.1.156
PF02284;1.9.3.1
PF02285;1.9.3.1
PF02286;4.2.1
PF02289;R03464
PF02289;3.5.4.27
PF02297;1.9.3.1
PF02302;2.7.1.69
PF02315;1.1.1.1
PF02317;1
PF02329;4.1.1.22
PF02333;3.1.3.8
PF02347;1.4.4.2
PF02350;5.1.3.14
PF02364;2.4.1.34
PF02378;2.7.1.69
PF02388;2.3.2
PF02390;2.1.1.33
PF02395;3.4.21
PF02403;6.1.1.11
PF02407;2.7.7
PF02407;3.1.21
PF02431;5.5
PF02434;2.4
PF02435;2.4.1.10
PF02446;2.4.1.25
PF02449;3.2.1.23
PF02450;2.3.1.43
PF02458;2.3.1
PF02478;2.7.7.48
PF02503;2.7.4.1
PF02511;R06613
PF02511;2.1.1.148
PF02522;2.3.1.60
PF02522;2.3.1.81
PF02525;1
PF02542;R05637
PF02542;4.6.1.12
PF02544;1.3
PF02547;2
PF02547;5
PF02548;2.1.2.11
PF02557;3.4
PF02560;4.2.1.104
PF02569;6.3.2.1
PF02570;5.4.1.2
PF02571;1.3.1.54
PF02572;2.5.1.17
PF02574;2.1.1.10
PF02580;3.1
PF02581;R03223
PF02581;2.5.1.3
PF02590;2.1.1
PF02595;R01514
PF02595;2.7.1.31
PF02601;3.1.11.6
PF02602;R03165
PF02602;4.2.1.75
PF02606;R04657
PF02606;2.7.1.130
PF02607;R00946
PF02607;2.1.1.13
PF02609;3.1.11.6
PF02610;R01761
PF02610;5.3.1.4
PF02611;R01797
PF02611;3.6.1.26
PF02614;5.3.1.12
PF02615;1
PF02634;R00519
PF02634;1.2.1.2
PF02637;6.3.5
PF02665;1.7.99.4
PF02666;R02055
PF02666;4.1.1.65
PF02668;1
PF02669;3.6.3.12
PF02670;R05688
PF02670;1.1.1.267
PF02673;R05627
PF02673;3.6.1.27
PF02675;R00178
PF02675;4.1.1.50
PF02684;R04606
PF02684;2.4.1.182
PF02685;2.7.1.2
PF02700;6.3
PF02702;2.7.13.3
PF02709;2.4
PF02710;3.1
PF02727;R01853
PF02727;1.4.3.21
PF02728;R01853
PF02728;1.4.3.21
PF02729;2.1.3
PF02730;1.2.7
PF02733;R01011
PF02733;2.7.1.29
PF02734;R01011
PF02734;2.7.1.29
PF02737;1
PF02738;1
PF02741;2
PF02744;R00955
PF02744;2.7.7.12
PF02745;R04541
PF02745;2.8.4.1
PF02749;2.4.2
PF02767;2.7.7.7
PF02768;2.7.7.7
PF02770;1.3.99.3
PF02771;1.3.99.3
PF02772;2.5.1.6
PF02773;2.5.1.6
PF02774;1.2.1
PF02777;1.15.1.1
PF02778;3.1.27.9
PF02782;2.7.1
PF02783;R04541
PF02783;2.8.4.1
PF02785;6
PF02788;4.1.1.39
PF02789;3.4.11
PF02790;1.9.3.1
PF02799;2.3.1.97
PF02800;1.2.1
PF02803;2.3.1
PF02805;2.1.1
PF02807;2.7
PF02812;1
PF02816;2.7.11
PF02821;3.4.21
PF02826;1.1.1
PF02836;3.2.1
PF02837;3.2.1
PF02838;3.2.1.52
PF02839;3.2.1
PF02843;R04144
PF02843;6.3.4.13
PF02844;R04144
PF02844;6.3.4.13
PF02852;1
PF02867;1.17.4.1
PF02870;2.1.1.63
PF02872;3
PF02873;1.1.1.158
PF02875;6
PF02877;2.4.2.30
PF02878;5.4.2
PF02879;5.4.2
PF02880;5.4.2
PF02884;4
PF02894;1
PF02895;2.7.13.3
PF02896;2.7
PF02897;3.4.21
PF02898;1.14.13.39
PF02900;1
PF02901;2.3.1.54
PF02903;3.2.1
PF02910;1
PF02911;2.1.2
PF02912;6.1.1.20
PF02917;2.4.2.30
PF02919;5.99.1.2
PF02921;1.10.2.2
PF02922;3.2.1
PF02927;3.2.1.4
PF02929;3.2.1.23
PF02934;6
PF02935;1.9.3.1
PF02936;1.9.3.1
PF02937;1.9.3.1
PF02939;1.10.2.2
PF02951;R00497
PF02951;6.3.2.3
PF02952;5.3.1.25
PF02955;R00497
PF02955;6.3.2.3
PF02963;3.1.21.4
PF02964;1.14.13.25
PF02965;R00946
PF02965;2.1.1.13
PF02971;2
PF02973;3.2.1.18
PF02975;1.4
PF02980;3.1.21.4
PF02981;3.1.21.4
PF02982;R02907
PF02982;4.2.1.94
PF03007;2.3.1.20
PF03009;3.1.4.46
PF03012;2.7.7.48
PF03015;1.2.1
PF03030;R00004
PF03030;3.6.1.1
PF03033;2.4.1
PF03051;3.4.22
PF03054;2
PF03060;R00025
PF03060;1.13.12.16
PF03063;1
PF03068;3.5.3.15
PF03069;3.5.1
PF03071;R05983
PF03071;2.4.1.101
PF03074;R00894
PF03074;6.3.2.2
PF03088;R03738
PF03088;4.3.3.2
PF03098;R03532
PF03098;1.11.1.7
PF03104;2.7.7.7
PF03118;2.7.7.6
PF03119;6.5.1.2
PF03120;6.5.1.2
PF03133;6.3.2.25
PF03139;1.18.6.1
PF03141;2.1.1
PF03142;2.4.1
PF03147;6.1.1.20
PF03150;1
PF03155;2.4.1
PF03171;1
PF03174;3.2.1.52
PF03175;2.7.7.7
PF03179;3.6.3
PF03199;R00497
PF03199;6.3.2.3
PF03200;3.2.1.106
PF03201;R04464
PF03201;1.5.99.11
PF03211;4.2.2.2
PF03214;2.4.1.186
PF03214;2.4.1
PF03223;3.6.3
PF03241;1.14.14
PF03243;4.99.1.2
PF03254;2.4.1.69
PF03255;6.4.1.2
PF03265;3.1.22.1
PF03266;2
PF03275;5.4.99.9
PF03293;2.7.7.6
PF03296;2.7.7.19
PF03301;1.13.11.11
PF03301;1
PF03306;4.1.1.5
PF03315;4.3.1.17
PF03328;4.1
PF03332;R01818
PF03332;5.4.2.8
PF03341;2.1.1.56
PF03345;2.4.1.119
PF03352;3.2.2.20
PF03360;2.4.1.135
PF03368;3.1.26
PF03396;2.7.7.6
PF03404;1
PF03405;1.14.19.2
PF03410;3.4.24
PF03411;3.4.21
PF03412;3.4
PF03414;2.4.1
PF03418;3.4
PF03419;3.4.23
PF03424;3.2.1.4
PF03425;3.2.1.4
PF03427;3.2.1.14
PF03431;2.7.7.48
PF03445;2.7.7.59
PF03446;1.1.1.44
PF03447;1
PF03459;3.6.3
PF03460;1
PF03483;6.1.1.20
PF03485;6.1.1.19
PF03490;4.6.1.14
PF03492;2.1.1
PF03510;3.4.22
PF03512;3.2.1.37
PF03539;3.4.23
PF03543;3.4.22
PF03552;2.4.1.12
PF03561;R02422
PF03561;3.5.3.4
PF03562;3.2.1
PF03567;2.8.2
PF03568;3.4
PF03574;3.4.21
PF03577;3.4.13
PF03583;3.1.1.3
PF03586;3.4.22
PF03586;3.4.19
PF03588;2.3.2.6
PF03590;6.3.1.1
PF03598;1.2.99.2
PF03602;2.1.1
PF03603;2.7.7.7
PF03604;2.7.7.6
PF03612;2.7.1.69
PF03618;2.7
PF03623;2.7.10
PF03630;2.7.1.33
PF03639;3.2.1.6
PF03644;3.2.1.96
PF03648;3.2.1.139
PF03652;3.1
PF03662;3.2
PF03664;3.2.1.55
PF03702;2.7.1
PF03709;4.1.1
PF03710;2.7.7.42
PF03718;3.2.1
PF03720;1.1.1
PF03721;1.1.1
PF03727;2.7.1
PF03734;2
PF03767;3.1.3.2
PF03770;R03433
PF03770;2.7.1.127
PF03785;3.4
PF03786;R05606
PF03786;4.2.1.8
PF03814;3.6.3.12
PF03829;2.7.1.69
PF03830;2.7.1.69
PF03833;2.7.7.7
PF03871;2.7.7.6
PF03874;2.7.7.6
PF03876;2.7.7.6
PF03893;R00630
PF03893;3.1.1.1
PF03894;4.1.2
PF03901;2.4
PF03917;R00497
PF03917;6.3.2.3
PF03919;2.7.7.50
PF03936;4
PF03949;1.1.1
PF03951;R00253
PF03951;6.3.1.2
PF03952;4.2.1.11
PF03971;1.1.1.42
PF03972;R04424
PF03972;4.2.1.79
PF03975;3.5.1.44
PF03977;4
PF03982;2.3.1
PF03992;1
PF03996;3.1
PF04029;R05789
PF04029;3.1.3.71
PF04030;R02715
PF04030;1.1.3.37
PF04042;2.7.7.7
PF04043;3.1.1.11
PF04072;2.1.1
PF04075;1
PF04095;R01724
PF04095;2.4.2.11
PF04101;2.4.1
PF04107;R00894
PF04107;6.3.2.2
PF04115;R00469
PF04115;3.5.3.19
PF04116;1
PF04131;5.1.3.9
PF04137;1.8.4
PF04140;R04496
PF04140;2.1.1.100
PF04151;3.4
PF04166;1.1.1.262
PF04179;2.4.2
PF04185;3.1
PF04188;2.4.1
PF04196;2.7.7.48
PF04197;2.7.7.48
PF04206;R04347
PF04206;2.1.1.86
PF04207;R04347
PF04207;2.1.1.86
PF04208;2.1.1
PF04208;R04347
PF04208;2.1.1.86
PF04209;R02519
PF04209;1.13.11.5
PF04210;R04347
PF04210;2.1.1.86
PF04211;R04347
PF04211;2.1.1.86
PF04223;2.8.3.10
PF04227;3.2
PF04258;3.4.23
PF04262;R00894
PF04262;6.3.2.2
PF04263;2.7.6.2
PF04267;R00610
PF04267;1.5.3.1
PF04273;3
PF04275;R03245
PF04275;2.7.4.2
PF04277;4.1.1.3
PF04295;4.2.1
PF04321;R02777
PF04321;1.1.1.133
PF04336;3.1.4.14
PF04345;R01302
PF04345;4.1.3.40
PF04364;2.7.7.7
PF04376;2.3.2.8
PF04377;2.3.2.8
PF04389;3.4
PF04413;2
PF04414;3.1
PF04428;2.7.1
PF04431;4.2.2.2
PF04443;6.2.1.19
PF04444;1.13.11.1
PF04452;2.1.1
PF04454;3.4
PF04464;2.7.8.12
PF04509;3
PF04522;2.7.7.48
PF04551;R08689
PF04551;1.17.7.1
PF04555;3.1.21.4
PF04556;3.1.21.4
PF04557;6.1.1.18
PF04560;2.7.7.6
PF04561;2.7.7.6
PF04563;2.7.7.6
PF04564;R03876
PF04564;6.3.2.19
PF04565;2.7.7.6
PF04566;2.7.7.6
PF04567;2.7.7.6
PF04573;3.4
PF04574;3.5.1
PF04577;2.4
PF04587;2.7.1
PF04597;2.4.1.119
PF04602;2.4.2
PF04608;3.1.3.27
PF04613;2.3.1
PF04616;3.2.1
PF04655;2.7.1
PF04666;2.4.1
PF04675;6.5.1.1
PF04679;6.5.1.1
PF04685;3.2.1.45
PF04715;4.1.3
PF04716;1.6
PF04722;3.1.3.16
PF04723;R07226
PF04723;1.21.4.2
PF04723;1.21.4
PF04724;2.4.1.144
PF04775;3.1.2.2
PF04777;1.8.3.2
PF04800;1.6
PF04801;2.7.7.6
PF04805;1.8.3.2
PF04827;3.1
PF04828;4.4
PF04848;3.1
PF04851;3
PF04863;4.4
PF04864;4.4
PF04868;3.1.4.17
PF04879;1
PF04922;2.4.1
PF04926;2.7.7.19
PF04928;2.7.7.19
PF04931;2.7.7.7
PF04941;2.7.7.6
PF04952;3.1
PF04958;2.3.1.109
PF04960;3.5.1.2
PF04962;5.3.1
PF04983;2.7.7.6
PF04987;2
PF04989;2.1.1
PF04990;2.7.7.6
PF04992;2.7.7.6
PF04996;R04189
PF04996;3.5.3.23
PF04997;2.7.7.6
PF04998;2.7.7.6
PF05000;2.7.7.6
PF05007;2.4.1
PF05011;3.1
PF05014;2.4.2.6
PF05023;2.3.2.15
PF05024;2.4.1.198
PF05025;5
PF05026;3
PF05028;3.2.1.143
PF05033;2.1.1.43
PF05049;3.6
PF05060;2.4.1.143
PF05063;2.1.1
PF05071;1.6.5.3
PF05088;1.4.1.2
PF05118;1.14.11.16
PF05132;2.7.7.6
PF05148;2.1.1
PF05153;R01184
PF05153;1.13.99.1
PF05158;2.7.7.6
PF05173;1.3.1.26
PF05175;2.1.1
PF05183;2.7.7.48
PF05185;2.1.1
PF05187;1.5.5.1
PF05191;2.7.4.3
PF05193;3.4.24
PF05195;3.4.11
PF05199;1.1
PF05201;R04109
PF05201;1.2.1.70
PF05206;2.1.1
PF05208;2.4.1
PF05221;3.3.1.1
PF05222;1
PF05240;3.5.4
PF05241;5.3.3.5
PF05270;3.2.1.55
PF05273;2.7.7.6
PF05292;4.1.1.9
PF05301;2.3.1.108
PF05320;2.7.7.6
PF05336;5.1.3
PF05342;3.4.24
PF05362;3.4.21
PF05365;1.10.2.2
PF05367;3.1.21.2
PF05369;2.1.1
PF05373;1.14.11
PF05379;2.7.7.48
PF05379;3.6
PF05381;2.7.7.48
PF05388;3.4.16
PF05392;1.9.3.1
PF05407;2.7.7.48
PF05407;3.4.22
PF05407;3.6.1.15
PF05408;3.4.22
PF05410;2.7.7.48
PF05410;3.4.22
PF05410;3.4.21
PF05410;3.6.1
PF05411;2.7.7.48
PF05411;3.4.22
PF05411;3.4.21
PF05411;3.6.1
PF05413;2.7.7.48
PF05416;3.4.22
PF05440;R04347
PF05440;2.1.1.86
PF05464;2.7.7.6
PF05497;3.2.1.17
PF05524;2.7.3.9
PF05544;R01255
PF05544;5.1.1.4
PF05547;3.4
PF05578;3.4.21
PF05579;3.4.21
PF05637;2.4.1
PF05645;2.7.7.6
PF05652;3
PF05676;1.6.99.3
PF05676;1.6.5.3
PF05679;2.4.1
PF05681;4
PF05683;4.2.1
PF05693;2.4.1.11
PF05706;3.1.3.16
PF05706;3.1.3.48
PF05724;2.1.1.67
PF05746;6.1.1.19
PF05770;2.7.1.159
PF05770;2.7.1.134
PF05788;2.7.7.48
PF05799;1.9.3.1
PF05817;2.4.1.119
PF05826;3.1.1.4
PF05830;2.4.1
PF05834;1.14
PF05840;3.1
PF05864;2.7.7.6
PF05869;2.1.1.72
PF05870;4.1.1
PF05875;3.5.1
PF05879;3.6
PF05881;3.1.4.37
PF05889;2
PF05891;2.1.1
PF05893;1.3.99.3
PF05896;1.6.5
PF05922;3.4.21
PF05925;3.1.3
PF05971;2.1.1
PF05985;4.3.1.7
PF05986;3.4.24
PF05995;R00893
PF05995;1.13.11.20
PF05996;1.3.7
PF06016;2.1.1.56
PF06016;2.7.7.50
PF06021;2.3.1.13
PF06026;R01056
PF06026;5.3.1.6
PF06039;1.1.5.4
PF06052;R02665
PF06052;1.13.11.6
PF06087;3.1.4
PF06090;R05202
PF06090;2.7.1.158
PF06134;R02437
PF06134;5.3.1.14
