! Conversion taken from: http://www.geneontology.org/
PF06144;2.7.7.7
PF06189;3.1.3.5
PF06202;3.2.1.33
PF06253;2.1.1
PF06280;3.4.21
PF06293;2.7.1
PF06314;4.1.1
PF06315;2.7.11.5
PF06315;3.1.3
PF06317;2.7.7.48
PF06327;4.6.1.1
PF06337;3.1.2.15
PF06339;4.2.1
PF06351;5
PF06368;5.4
PF06374;1.6.5.3
PF06415;5.4.2.1
PF06418;6.3.4.2
PF06423;2.3
PF06426;R00586
PF06426;2.3.1.30
PF06432;2.4.1.198
PF06433;1.4.99.3
PF06434;4.2.1.3
PF06437;3.1.3
PF06440;2.7.7.7
PF06441;3.3.2.10
PF06442;1.5.1.3
PF06444;1.6.5.3
PF06449;3.6.3
PF06452;3.2.1
PF06455;1.6.5.3
PF06460;2.7.7.48
PF06460;3.4.22
PF06460;2.1.1
PF06460;3.4
PF06460;3.6
PF06460;3.1.13
PF06466;2.3.1.48
PF06471;2.7.7.48
PF06471;3.4.22
PF06471;2.1.1
PF06471;3.1.13
PF06478;2.7.7.48
PF06479;3.1.26
PF06480;3.4.24
PF06559;3.5.4.13
PF06560;5.3.1.9
PF06574;R00161
PF06574;2.7.7.2
PF06602;3.1.3
PF06616;3.1.21.4
PF06617;3.1.3.48
PF06628;1.11.1.6
PF06631;R03435
PF06631;3.1.4.11
PF06645;3.4
PF06662;5.1.3
PF06689;3.6.1.3
PF06701;R03876
PF06701;6.3.2.19
PF06703;3.4
PF06725;3.2.1
PF06751;4.3.1.7
PF06777;3.6.1
PF06815;2.7.7.49
PF06817;2.7.7.49
PF06821;3
PF06831;4.2.99.18
PF06831;3.2.2
PF06847;3.4
PF06849;6.3
PF06859;2.1.1
PF06870;2.7.7.6
PF06872;3.4.22
PF06874;3.1.3.11
PF06883;2.7.7.6
PF06888;3.1.3
PF06917;4.2.2
PF06925;2.4.1
PF06941;3.1.3
PF06951;3.1.1.4
PF06955;2.4.1.207
PF06964;3.2.1.55
PF06969;R03220
PF06969;1.3.3.3
PF06973;6.3
PF06974;2.3.1.20
PF06978;3.1.26.5
PF06990;2.8.2.11
PF07055;1
PF07057;3.6.1
PF07109;R04237
PF07109;2.1.1.11
PF07137;1.10.99.3
PF07143;1
PF07156;1.8.3
PF07194;2.7.13.3
PF07212;3.2.1.35
PF07221;5.3.1.8
PF07224;3.1.1.14
PF07247;2.3.1.84
PF07284;4.2.1
PF07347;1.6.5.3
PF07355;R07226
PF07355;1.21.4.2
PF07355;1.21.4
PF07443;3.6.1
PF07463;3.1
PF07477;3.2.1.139
PF07478;R01150
PF07478;6.3.2.4
PF07479;1.1
PF07486;3
PF07488;3.2.1.139
PF07492;3.2.1.28
PF07501;3
PF07504;3.4.24
PF07533;3.6
PF07536;2.7.13.3
PF07578;R04606
PF07578;2.4.1.182
PF07580;3.4.24
PF07649;1.8.1.8
PF07663;2.7.1.69
PF07687;3
PF07694;2.7.13.3
PF07700;4.6.1.2
PF07701;4.6.1.2
PF07706;2.6.1.5
PF07711;2.5.1.60
PF07722;3
PF07726;3.6.1.3
PF07728;3.6.1.3
PF07731;1
PF07732;1
PF07757;2.1.1
PF07780;2.1.1
PF07819;3.1
PF07821;3.2.1.1
PF07826;3.5.4.10
PF07827;2.7.7
PF07830;3.1.3.16
PF07831;2.4.2
PF07836;4.1.3
PF07837;2
PF07847;R02467
PF07847;1.13.11.19
PF07859;3
PF07881;5.3.1.25
PF07882;5.3.1.25
PF07908;3.5.1
PF07925;2.7.7.48
PF07927;3.1
PF07930;3.4.11
PF07931;2
PF07932;3.4.11
PF07934;3.2.2.23
PF07943;3.4.16.4
PF07952;3.4.24
PF07953;3.4.24
PF07955;1
PF07966;3.4.23
PF07973;6.1.1
PF07991;1.1.1.86
PF07994;R07324
PF07994;5.5.1.4
PF07995;1.1.5
PF08029;2.4.2.17
PF08031;1
PF08032;2.1.1
PF08040;1.6.99.3
PF08061;3.6.1
PF08063;2.4.2.30
PF08064;2.7.11
PF08070;5.99.1.3
PF08072;3.6.1
PF08073;3.6.1
PF08074;3.6.1
PF08100;2.1.1
PF08112;3.6.3
PF08122;1.6.5.3
PF08123;2.1.1.43
PF08125;1
PF08126;3.4.22
PF08127;3.4.22
PF08147;3.6.1
PF08148;3.6.1
PF08170;3.1.26.5
PF08210;3.5.4
PF08211;3.5.4.5
PF08218;R04449
PF08218;6.2.1.22
PF08236;2.1.1.43
PF08240;1
PF08241;2.1.1
PF08267;R04405
PF08267;2.1.1.14
PF08272;5.99.1.3
PF08283;3.1.21
PF08300;2.7.7.48
PF08300;3.4.21
PF08300;3.6.1.15
PF08301;2.7.7.48
PF08301;3.4.22
PF08301;3.4.21
PF08301;3.6.1.15
PF08302;6.5.1.3
PF08303;6.5.1.3
PF08326;6.4.1.2
PF08328;R01083
PF08328;4.3.2.2
PF08329;3.2.1.14
PF08332;2.7.11.17
PF08335;2.7.7
PF08336;R03219
PF08336;1.14.11.2
PF08336;1.13.11
PF08343;1.17.4.1
PF08369;1
PF08386;3.4
PF08392;2.3.1
PF08402;3.6.3
PF08405;2.7.7.48
PF08405;3.4.22
PF08405;3.6.1.15
PF08407;2.4.1.16
PF08408;2.7.7.7
PF08411;3.1.11.1
PF08414;R03532
PF08414;1.11.1.7
PF08414;1.6.3
PF08417;1.13.12.14
PF08436;R05688
PF08436;1.1.1.267
PF08437;2.4.1.44
PF08440;2.7.7.48
PF08440;3.6.1
PF08445;2.3.1
PF08452;2.7.7.7
PF08453;3.4.21
PF08460;3
PF08465;2.7.1.21
PF08467;2.7.7.48
PF08468;2.1.1.52
PF08469;3.6.1.15
PF08471;1.17.4.1
PF08472;3.1.3.24
PF08476;3.1.3
PF08485;5.1.3.2
PF08488;2.7.11
PF08490;2.7.7.7
PF08491;1.14.99.7
PF08494;3.6.1
PF08496;3.4.21
PF08498;2.1.1
PF08499;3.1.4.17
PF08500;2.7.7.48
PF08502;R01213
PF08502;2.3.3.13
PF08503;R04364
PF08503;2.3.1.89
PF08509;4.6.1.1
PF08516;3.4.24
PF08526;3.5.3.15
PF08527;3.5.3.15
PF08532;3.2.1.23
PF08533;3.2.1.23
PF08534;1
PF08540;R01978
PF08540;2.3.3.10
PF08541;2.3.1
PF08545;2.3.1.41
PF08546;1
PF08548;3.4.24
PF08557;1.14
PF08587;2.7.11
PF08658;3.6
PF08674;R00630
PF08674;3.1.1.1
PF08675;3.1.13.4
PF08685;3.4.24
PF08686;3.4
PF08703;R03435
PF08703;3.1.4.11
PF08704;2.1.1.36
PF08707;3.6
PF08714;4.3
PF08715;3.4.22
PF08715;3.4.19
PF08715;2
PF08716;3.4.22
PF08716;3.4.19
PF08716;2
PF08717;3.4.22
PF08717;3.4.19
PF08717;2
PF08727;2.7.7.48
PF08727;3.4.22
PF08727;3.6.1.15
PF08771;2.7
PF08774;3.1
PF08785;3.6
PF08797;3.6.1
PF08802;1.10.99.1
PF08825;6.3.2
PF08826;2.7.11
PF08845;3.1
PF08880;3.6.1
PF08912;2.7.11
PF08915;6.1.1.3
PF08918;2.7.13.3
PF08919;2.7.10.2
PF08925;3.1
PF08926;2.7.11
PF08941;6.3.2
PF08952;R04404
PF08952;3.1.3.36
PF08959;3.1.2.15
PF08990;2
PF08992;1.4
PF08996;2.7.7.7
PF08997;1.10.2.2
PF09000;3.1
PF09004;2.1.1
PF09004;1.14.11
PF09013;3.1.3.48
PF09019;3.1.21.4
PF09029;R00830
PF09029;2.3.1.37
PF09030;2.3.1.48
PF09036;2.7.11
PF09040;3.6.3.10
PF09055;1.15.1.1
PF09061;3.1
PF09111;3.6.1
PF09115;2.7.7.7
PF09142;5.4.99.12
PF09153;2.1.1.63
PF09154;3.2.1
PF09157;5.4.99.12
PF09165;1.10.2.2
PF09166;1.3.1.24
PF09171;4.2.99.18
PF09171;3.2.2
PF09179;6.3
PF09180;6.1.1.15
PF09181;6.1.1.15
PF09190;6.1.1.16
PF09194;3.1.21.4
PF09202;2.7.11
PF09206;3.2.1.55
PF09208;3.1.21.4
PF09226;3.1.21.4
PF09230;3
PF09239;5.99.1.3
PF09243;2.1.1
PF09249;2.7.7.25
PF09249;2.7.7.21
PF09254;3.1.21.4
PF09258;2.4.1
PF09260;3.2.1.1
PF09261;3.2.1
PF09265;1.5.99.12
PF09272;3.4.21
PF09281;2.7.7.7
PF09284;4.2.2
PF09290;1.2.1.10
PF09296;3
PF09297;3
PF09298;R01364
PF09298;3.7.1.2
PF09308;2.7.13.3
PF09308;3.1.3
PF09317;1.3.99.3
PF09326;1.6
PF09328;2.3.2.15
PF09330;R00704
PF09330;1.1.1.28
PF09338;1.21.4
PF09363;4.1.2
PF09396;3.4.21
PF09412;3.1
PF09445;2.1.1
PF09456;2.7.13.3
PF09472;R04347
PF09472;2.1.1.86
PF09488;R05768
PF09488;2.4.1.217
PF09505;2.1.1
PF09519;3.1.21.4
PF09520;3.1.21.4
PF09521;3.1.21.4
PF09553;3.1.21.4
PF09567;3.1.21.4
PF09568;3.1.21.4
PF09570;3.1.21.4
PF09571;3.1.21.4
PF09572;3.1.21.4
PF09573;3.1.21.4
PF09576;1.9.3.1
PF09594;2.4.1
PF09663;3.5.2
PF09668;3.4.23
PF09764;3.5.1
PF09768;3.4.24
PF09830;2.7.7.53
PF09907;3.1
PF09984;2.7.13.3
PF10181;2.4.1.198
PF10371;1.2
PF10385;2.7.7.6
PF10391;2.7.7
PF10394;2.3.1.48
PF10399;1.10.2.2
PF10410;2.7.7
PF10415;4
PF10417;1.11.1.15
PF10426;3.1
PF10426;6.3.2
PF10430;2.7.10.1
PF10432;5.3.1.9
PF10432;5.3.1.8
PF10435;3.2.1.23
PF10458;R03665
PF10458;6.1.1.9
PF10462;3.4.24
PF10527;1.1
PF10535;1.1
PF10588;1
PF10590;1.4
PF10605;R00048
PF10605;3.1.1.22
PF10620;2.7.7
PF10637;1.14.11
PF10640;2.7.7.50
PF10640;3.1.3.33
PF10664;1.6.5
PF10716;1.6.5
PF10778;3.8.1
PF11380;2.7
PF11411;6.5.1.1
PF11421;3.6.1.3
PF11501;3.4.22
PF11501;3.4.19
PF11501;2
PF11501;3.1
PF11501;3.6
PF11522;2.7.1
PF11590;2.7.7.7
PF11590;3.1.26.4
PF11616;2.1.1.43
PF11640;2.7.11
PF11648;3.6
PF11698;3.6.3
PF11722;2.1.1
PF11734;6.3
PF11741;3.5.1.28
PF11791;4.2.1.3
PF11799;2.7.7.7
PF11803;R01384
PF11803;4.1.1.35
PF11808;2.7.13.3
PF11837;3.2.1.26
PF11837;R00802
PF11837;3.2.1.26
PF11837;3.2.1.48
PF11857;3.4.24
PF11883;2.7.11
PF11889;2.7.7.48
PF11889;3.4.22
PF11889;3.4.21
PF11889;3.6
PF11889;3.6.1.15
PF11889;3.4.21
PF11896;3.2.1
PF11909;1.6.5
PF11910;1.6.5
PF11941;3.2.1.141
PF11960;1.14.19
PF11965;R03877
PF11965;6.6.1.1
PF11973;1.6.5
PF11975;3.2.1
PF11991;2.5.1.34
PF12009;2.7.7.49
PF12011;3.6.1.15
PF12054;3.6
PF12062;2.8.2.8
PF12062;3
PF12063;2.7.11
PF12072;3.1.4.16
PF12105;2.1.1.34
PF12122;3.4.21
PF12124;3.4.22
PF12124;3.4.19
PF12124;2
PF12124;3.1
PF12124;3.6
PF12131;3.4.22
PF12137;3.6
PF12142;1.10.3.1
PF12143;1.10.3.1
PF12148;6.3.2
PF12161;2.1.1.72
PF12169;2.7.7.7
PF12170;2.7.7.7
PF12179;2.7.11.10
PF12249;2.4
PF12250;2.4
PF12270;1.9.3.1
PF12285;3.4.21
PF12285;3.4.21
PF12289;2.7.7.48
PF12300;3.6
PF12343;3.6
PF12370;3.6.3
PF12387;2.7.7.48
PF12387;3.4.22
PF12387;3.4.21
PF12387;3.6
PF12387;3.6.1.15
PF12387;3.4.21
PF12398;2.7.11
PF12424;3.6.3.8
PF12437;R00253
PF12437;6.3.1.2
PF12467;2.1.1
PF12467;3.6
PF12474;2.7.11
PF12483;6.3.2
PF12503;2.1.1
PF12503;3.6
PF12513;3.6
PF12549;1.14.16.2
PF12558;3.6.3
PF12581;2.7.7.48
PF12581;3.4.22
PF12581;3.4.21
PF12581;3.6
PF12581;3.4.21
PF12590;3.1.2
PF12592;3.6.3
PF12601;2.7.7.48
PF12601;3.4.22
PF12601;3.6
PF12601;3.6.1.15
PF12603;2.7.7.48
PF12605;2.7.11
! pfamToRn: 178 PfamtoEc: 1611
